repository	commit	blob	path	kind	status	review_method	finding_ids	notes
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	49f66db1a9588ceb51a29ef8b351fb54e3f99a70	prisma/migrations/20260221231141_division_playoff_team_count/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	7f94fe49d1801ac2160946f3ccc3a9037bfad289	prisma/migrations/20260223120000_division_payment_plan_fields/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	396dfc2f911fc21ce32228d186464ff58dd087b3	prisma/migrations/20260223153000_disable_goal_scoring_flags_by_default/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	6a2ca751d7d102fdfd1593378416e151820b151a	prisma/migrations/20260224120000_split_league_playoff_divisions/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	844a3a2ee13e09c1c7fb2819b8d327dc65bd4b85	prisma/migrations/20260225120000_division_team_ids_and_refund_team_id/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	c362e3d460a1b446f60c917f2718e30d14c21126	prisma/migrations/20260225143000_match_slot_seeds/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	c222228a7e2f5cb1e63baaa934ca9da22776e269	prisma/migrations/20260225230000_event_team_refs_may_swap/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	9c320970ce6e50e5329c2e729b04fff3d3dd6d65	prisma/migrations/20260227133000_timeslot_field_day_arrays/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	df1b188f52484819b5155080d9c3b7b20778094b	prisma/migrations/20260301190000_add_boldsign_sync_tables/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	25098fe50f9fb15e2dc1c78035a928b459e98c92	prisma/migrations/20260302130000_add_user_home_page_organization_id/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	621a7664d9f632e223567e9198ef53e8d90d2daf	prisma/migrations/20260303090000_drop_team_seed/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	f2429ec4e14deebcd4d6c1eebed05a92a0ca523a	prisma/migrations/20260304150000_add_rental_document_template_to_timeslots/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	21678d3ce3f1a81e8c57fbab11064112d9a768e0	prisma/migrations/20260304210000_bill_line_items_refunds/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	e0191c2dc8c5d9a9fd5c98b36207375a95609b91	prisma/migrations/20260310103000_add_staff_members_and_invite_types/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	1f89eaad38ab4dc5b43faed8ce399aa1052c9f23	prisma/migrations/20260310210023_add_staff_members_and_invite_types/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	5d7e0c018d6026f73f934b2232c7511e313b08d2	prisma/migrations/20260311183000_add_chatgroup_userids_gin_index/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	791b8576fa76221f71721237c6bd26205376854f	prisma/migrations/20260314151000_add_chatgroup_muted_user_ids/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	c059f54b0d841a7c0d714506360b03f563b039cf	prisma/migrations/20260315120000_add_chatgroup_team_id/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	5856dc954956be158f0edc0008b356fbe5e8edeb	prisma/migrations/20260317164047_chatgroupd_expansion/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	8e911c7da3f893e49150924c72dec343884aa9f4	prisma/migrations/20260317180500_weekly_event_parent_support/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	425cde039603f30f6694b8f65f794312eac16767	prisma/migrations/20260318123000_add_event_registration_started_status/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
mvp-site	68ad8d47fdd6c3644b92de0523b4db74eb22b326	68c3eb40bb7ffca016f0924eba2000249848e3ab	prisma/migrations/20260318153000_drop_events_registration_ids/migration.sql	migration	runtime-verified	Full ordered SQL statement review plus successful clean isolated PostgreSQL replay of all 142 migrations	DATA-005,DATA-006,DATA-010,DATA-011,DATA-026	Reviewed schema creation, destructive drops, enum rewrites, backfills, normalized cutovers, indexes, and seed migrations; full chain applied successfully. Existing schema/release/source-of-truth defects remain tracked under linked findings.
